tempo;regiao_de_saude_de_notificacao;residencia_nut_iii;doenca_de_declaracao_obrigatoria;sexo;grupo_etario;no_de_casos_notificados
2016-01;Regiao de Saude Norte;Area Metropolitana do Porto;Hepatite C;Masculino;45-54 anos;1
2017-07;Regiao de Saude Norte;Area Metropolitana do Porto;Doenca invasiva pneumococica;Masculino;75 ou + anos;1
2017-07;Regiao de Saude do Centro;Regiao de Coimbra;Sifilis - Excluindo Sifilis Congenita;Masculino;45-54 anos;1
2016-06;Regiao de Saude Norte;Tamega e Sousa;Malaria;Masculino;45-54 anos;1
2016-06;Regiao de Saude do Algarve;Algarve;Tosse Convulsa;Feminino;<1 ano;1
2017-07;Regiao de Saude Norte;Terras de Tras-os-Montes;Botulismo;Masculino;25-34 anos;1
2016-06;Regiao de Saude do Centro;Regiao de Aveiro;Malaria;Feminino;35-44 anos;1
2016-06;Regiao de Saude do Alentejo;Alentejo Central;Salmoneloses nao Typhi e nao Paratyphi;Masculino;5-14 anos;1
2016-06;Regiao de Saude LVT;Area Metropolitana de Lisboa;Campilobacteriose;Masculino;1-4 anos;1
2016-06;RA Madeira;Regiao Autonoma da Madeira;Tosse Convulsa;Feminino;5-14 anos;1
2017-08;Regiao de Saude Norte;Ave;Doenca invasiva por Haemophilus influenzae;Feminino;45-54 anos;1
2016-02;Regiao de Saude do Centro;Regiao de Aveiro;Sifilis - Excluindo Sifilis Congenita;Masculino;45-54 anos;1
2016-02;Regiao de Saude LVT;Area Metropolitana de Lisboa;Sifilis - Excluindo Sifilis Congenita;Feminino;15-24 anos;1
2016-02;Regiao de Saude do Alentejo;Alentejo Central;Tosse Convulsa;Feminino;<1 ano;1
2016-06;Regiao de Saude LVT;Area Metropolitana de Lisboa;Gonorreia;Masculino;15-24 anos;1
2017-08;Regiao de Saude do Alentejo;Estrangeiro;Malaria;Masculino;25-34 anos;1
2016-03;Regiao de Saude Norte;Area Metropolitana do Porto;Sifilis - Excluindo Sifilis Congenita;Feminino;25-34 anos;1
2016-06;Regiao de Saude do Centro;Regiao de Leiria;Salmoneloses nao Typhi e nao Paratyphi;Masculino;1-4 anos;1
2017-08;Regiao de Saude Norte;Area Metropolitana do Porto;Doenca dos Legionarios;Masculino;55-64 anos;1
2016-03;Regiao de Saude Norte;Area Metropolitana do Porto;Sifilis - Excluindo Sifilis Congenita;Masculino;55-64 anos;1
2016-06;Regiao de Saude LVT;Area Metropolitana de Lisboa;Salmoneloses nao Typhi e nao Paratyphi;Feminino;1-4 anos;1
2016-07;Regiao de Saude do Centro;Beiras e Serra da Estrela;Tosse Convulsa;Feminino;<1 ano;1
2016-03;Regiao de Saude Norte;Tamega e Sousa;Hepatite B;Masculino;35-44 anos;1
2016-03;Regiao de Saude do Centro;Regiao de Coimbra;Yersiniose;Masculino;15-24 anos;1
2017-08;Regiao de Saude do Centro;Viseu Dao Lafoes;Doenca invasiva pneumococica;Masculino;75 ou + anos;1
2016-07;Regiao de Saude LVT;Area Metropolitana de Lisboa;Hepatite B;Masculino;45-54 anos;1
2016-03;Regiao de Saude LVT;Area Metropolitana de Lisboa;Hepatite B;Masculino;35-44 anos;1
2017-08;Regiao de Saude Norte;Area Metropolitana do Porto;Hepatite B;Feminino;15-24 anos;1
2016-03;Regiao de Saude do Centro;Viseu Dao Lafoes;Sifilis - Excluindo Sifilis Congenita;Masculino;25-34 anos;1
2016-07;Regiao de Saude do Centro;Regiao de Aveiro;Tosse Convulsa;Masculino;<1 ano;1
2016-07;RA Acores;Regiao Autonoma dos cores;Tosse Convulsa;Feminino;<1 ano;1
2017-09;Regiao de Saude LVT;Area Metropolitana de Lisboa;Sifilis - Excluindo Sifilis Congenita;Masculino;15-24 anos;1
2016-03;Regiao de Saude Norte;Area Metropolitana do Porto;Doenca invasiva pneumococica;Masculino;65-74 anos;1
2016-08;RA Acores;Regiao Autonoma dos cores;Hepatite C;Masculino;35-44 anos;1
2016-08;Regiao de Saude LVT;Area Metropolitana de Lisboa;Hepatite A;Feminino;45-54 anos;1
2016-11;Regiao de Saude LVT;Area Metropolitana de Lisboa;Hepatite B;Masculino;35-44 anos;1
2017-10;Regiao de Saude LVT;Regiao Autonoma da Madeira;Sifilis - Excluindo Sifilis Congenita;Masculino;25-34 anos;1
2016-04;Regiao de Saude do Algarve;Algarve;Gonorreia;Masculino;45-54 anos;1
2017-10;Regiao de Saude do Centro;Regiao de Coimbra;Parotidite Epidemica;Feminino;5-14 anos;1
2016-11;Regiao de Saude Norte;Area Metropolitana do Porto;Tosse Convulsa;Feminino;<1 ano;1
2016-04;Regiao de Saude LVT;Area Metropolitana de Lisboa;Tosse Convulsa;Masculino;<1 ano;1
2016-12;Regiao de Saude LVT;Oeste;Infecao por Chlamydia Trachomatis - Excluindo Linfogranuloma Venereo;Masculino;45-54 anos;1
2017-10;Regiao de Saude Norte;Area Metropolitana do Porto;Doenca invasiva meningococica;Feminino;<1 ano;1
2016-12;Regiao de Saude do Algarve;Algarve;Hepatite C;Masculino;45-54 anos;1
2017-10;Regiao de Saude Norte;Tamega e Sousa;Campilobacteriose;Masculino;5-14 anos;1
2016-12;Regiao de Saude LVT;Leziria do Tejo;Hepatite B;Masculino;15-24 anos;1
2017-10;Regiao de Saude do Centro;Beiras e Serra da Estrela;Doenca invasiva pneumococica;Feminino;75 ou + anos;1
2016-12;Regiao de Saude LVT;Area Metropolitana de Lisboa;Sifilis - Excluindo Sifilis Congenita;Masculino;25-34 anos;1
2016-05;Regiao de Saude do Centro;Regiao de Aveiro;Tosse Convulsa;Masculino;5-14 anos;1
2016-12;Regiao de Saude LVT;Area Metropolitana de Lisboa;Doenca dos Legionarios;Masculino;35-44 anos;1
2016-05;Regiao de Saude LVT;Area Metropolitana de Lisboa;Parotidite Epidemica;Masculino;5-14 anos;1
2017-10;Regiao de Saude Norte;Cavado;Infecao por Chlamydia Trachomatis - Excluindo Linfogranuloma Venereo;Masculino;25-34 anos;1
2017-11;Regiao de Saude Norte;Area Metropolitana do Porto;Doenca invasiva pneumococica;Masculino;65-74 anos;1
2017-11;Regiao de Saude Norte;Douro;Doenca invasiva por Haemophilus influenzae;Masculino;15-24 anos;1
2016-05;Regiao de Saude LVT;Leziria do Tejo;Malaria;Masculino;55-64 anos;1
2017-01;RA Acores;Regiao Autonoma dos cores;Hepatite C;Masculino;15-24 anos;1
2016-05;Regiao de Saude LVT;Area Metropolitana de Lisboa;Sifilis - Excluindo Sifilis Congenita;Feminino;55-64 anos;1
2017-01;Regiao de Saude Norte;Area Metropolitana do Porto;Hepatite C;Masculino;35-44 anos;1
2017-01;Regiao de Saude Norte;Alto Minho;Hepatite B;Masculino;55-64 anos;1
2015-11;Regiao de Saude Norte;Ave;Doenca dos Legionarios;Masculino;45-54 anos;1
2017-11;Regiao de Saude LVT;Area Metropolitana de Lisboa;Gonorreia;Masculino;45-54 anos;1
2015-11;Regiao de Saude LVT;Area Metropolitana de Lisboa;Infecao por Chlamydia Trachomatis - Excluindo Linfogranuloma Venereo;Masculino;25-34 anos;1
2017-11;Regiao de Saude Norte;Area Metropolitana do Porto;Doenca invasiva pneumococica;Feminino;65-74 anos;1
2017-11;Regiao de Saude Norte;Cavado;Leptospirose;Masculino;35-44 anos;1
2016-08;Regiao de Saude do Algarve;Algarve;Sifilis - Excluindo Sifilis Congenita;Masculino;35-44 anos;1
2017-11;Regiao de Saude LVT;Area Metropolitana de Lisboa;Gonorreia;Masculino;15-24 anos;1
2017-11;Regiao de Saude do Centro;Viseu Dao Lafoes;Leishmaniose Visceral;Masculino;15-24 anos;1
2015-09;Regiao de Saude LVT;Area Metropolitana de Lisboa;Giardiase;Masculino;5-14 anos;1
2017-12;Regiao de Saude do Centro;Regiao de Coimbra;Doenca dos Legionarios;Masculino;55-64 anos;1
2017-12;Regiao de Saude Norte;Ave;Leptospirose;Masculino;45-54 anos;1
2015-09;Regiao de Saude LVT;Regiao de Aveiro;Salmoneloses nao Typhi e nao Paratyphi;Masculino;5-14 anos;1
2017-12;Regiao de Saude Norte;Area Metropolitana do Porto;Doenca invasiva pneumococica;Masculino;35-44 anos;1
2017-12;Regiao de Saude Norte;Area Metropolitana do Porto;Doenca de Lyme (Borreliose);Masculino;15-24 anos;1
2017-12;Regiao de Saude LVT;Area Metropolitana de Lisboa;Hepatite A;Feminino;25-34 anos;1
2016-08;Regiao de Saude Norte;Tamega e Sousa;Gonorreia;Masculino;55-64 anos;1
2016-08;Regiao de Saude LVT;Area Metropolitana de Lisboa;Febre Q;Masculino;55-64 anos;1
2017-12;Regiao de Saude LVT;Area Metropolitana de Lisboa;Listeriose;Masculino;75 ou + anos;1
2015-09;Regiao de Saude Norte;Regiao de Aveiro;Doenca invasiva pneumococica;Masculino;15-24 anos;1
2016-08;Regiao de Saude Norte;Area Metropolitana do Porto;Febre Tifoide e Paratifoide;Masculino;15-24 anos;1
2017-06;Regiao de Saude LVT;Area Metropolitana de Lisboa;Infecao por Chlamydia Trachomatis - Excluindo Linfogranuloma Venereo;Feminino;15-24 anos;1
2017-06;Regiao de Saude LVT;Area Metropolitana de Lisboa;Infecao por Chlamydia Trachomatis - Excluindo Linfogranuloma Venereo;Masculino;35-44 anos;1
2017-06;Regiao de Saude do Algarve;Algarve;Hepatite A;Masculino;1-4 anos;1
2017-06;Regiao de Saude Norte;Area Metropolitana do Porto;Salmoneloses nao Typhi e nao Paratyphi;Feminino;5-14 anos;2
2016-09;Regiao de Saude do Alentejo;Alentejo Central;Salmoneloses nao Typhi e nao Paratyphi;Feminino;75 ou + anos;1
2017-06;Regiao de Saude LVT;Area Metropolitana de Lisboa;Hepatite A;Masculino;25-34 anos;1
2015-10;Regiao de Saude LVT;Area Metropolitana de Lisboa;Campilobacteriose;Masculino;5-14 anos;1
2017-06;Regiao de Saude do Centro;Viseu Dao Lafoes;Hepatite B;Feminino;75 ou + anos;1
2017-06;Regiao de Saude LVT;Area Metropolitana de Lisboa;Hepatite A;Feminino;45-54 anos;1
2016-09;Regiao de Saude Norte;Area Metropolitana do Porto;Salmoneloses nao Typhi e nao Paratyphi;Masculino;5-14 anos;1
2017-07;Regiao de Saude do Centro;Viseu Dao Lafoes;Doenca invasiva pneumococica;Feminino;75 ou + anos;1
2015-10;Regiao de Saude LVT;Area Metropolitana de Lisboa;Campilobacteriose;Feminino;1-4 anos;1
2015-10;Regiao de Saude do Alentejo;Regiao de Aveiro;Salmoneloses nao Typhi e nao Paratyphi;Feminino;1-4 anos;2
2016-09;Regiao de Saude LVT;Area Metropolitana de Lisboa;Salmoneloses nao Typhi e nao Paratyphi;Feminino;55-64 anos;1
2016-09;Regiao de Saude Norte;Area Metropolitana do Porto;Salmoneloses nao Typhi e nao Paratyphi;Masculino;35-44 anos;1
2015-11;Regiao de Saude LVT;Area Metropolitana de Lisboa;Sifilis - Excluindo Sifilis Congenita;Masculino;25-34 anos;1
2017-09;Regiao de Saude Norte;Ave;Salmoneloses nao Typhi e nao Paratyphi;Masculino;1-4 anos;1
2015-11;Regiao de Saude LVT;Area Metropolitana de Lisboa;Gonorreia;Masculino;25-34 anos;1
2014-12;Regiao de Saude LVT;Oeste;Doenca dos Legionarios;Masculino;55-64 anos;2
2016-10;Regiao de Saude LVT;Area Metropolitana de Lisboa;Doenca invasiva pneumococica;Masculino;65-74 anos;1
2014-12;Regiao de Saude do Centro;Regiao de Leiria;Febre escaro-nodular (Rickettsiose);Feminino;35-44 anos;1
2016-10;Regiao de Saude LVT;Leziria do Tejo;Infecao por Chlamydia Trachomatis - Excluindo Linfogranuloma Venereo;Masculino;15-24 anos;1
2014-12;Regiao de Saude Norte;Cavado;Febre escaro-nodular (Rickettsiose);Feminino;5-14 anos;1
2014-12;Regiao de Saude LVT;Area Metropolitana de Lisboa;Febre Tifoide e Paratifoide;Feminino;< 1 ano;1
2014-12;Regiao de Saude LVT;Area Metropolitana de Lisboa;Febre Tifoide e Paratifoide;Feminino;1-4 anos;1
2018-09;Regiao de Saude LVT;Area Metropolitana de Lisboa;Infecao por Chlamydia Trachomatis - Excluindo Linfogranuloma Venereo;Feminino;25-34 anos;1
2014-12;RA Madeira;ND;Infecao e Meningite por Haemophilus influenza;Masculino;1-4 anos;1
2016-10;Regiao de Saude LVT;Area Metropolitana de Lisboa;Gonorreia;Masculino;35-44 anos;1
2014-12;Regiao de Saude Norte;ND;Infecao e Meningite por Haemophilus influenza;Feminino;55-64 anos;1
2018-09;Regiao de Saude do Centro;Viseu Dao Lafoes;Febre escaro-nodular (Rickettsiose);Masculino;75 ou + anos;1
2016-10;Regiao de Saude Norte;Terras de Tras-os-Montes;Brucelose;Masculino;5-14 anos;1
2014-12;Regiao de Saude do Algarve;Estrangeiro;Malaria;Masculino;35-44 anos;1
2015-01;RA Madeira;Regiao Autonoma da Madeira;Sifilis - Excluindo Sifilis Congenita;Masculino;35-44 anos;1
2018-09;Regiao de Saude LVT;Area Metropolitana de Lisboa;Sifilis - Excluindo Sifilis Congenita;Masculino;45-54 anos;1
2015-01;Regiao de Saude LVT;Area Metropolitana de Lisboa;Leishmaniose Visceral;Masculino;45-54 anos;1
2015-01;Regiao de Saude do Centro;Regiao de Aveiro;Doenca invasiva pneumococica;Masculino;65-74 anos;1
2014-12;RA Acores;Regiao Autonoma dos cores;Salmoneloses nao Typhi e nao Paratyphi;Masculino;5-14 anos;1
2018-09;Regiao de Saude Norte;Tamega e Sousa;Sifilis - Excluindo Sifilis Congenita;Masculino;45-54 anos;1
2014-12;Regiao de Saude LVT;Oeste;Sifilis - Excluindo Sifilis Congenita;Feminino;15-24 anos;1
2018-09;Regiao de Saude LVT;Area Metropolitana de Lisboa;Parotidite Epidemica;Feminino;1-4 anos;1
2018-09;Regiao de Saude LVT;Area Metropolitana de Lisboa;Sifilis - Excluindo Sifilis Congenita;Masculino;15-24 anos;1
2014-12;Regiao de Saude Norte;Tamega e Sousa;Sifilis - Excluindo Sifilis Congenita;Masculino;25-34 anos;1
2014-12;Regiao de Saude Norte;Cavado;Sifilis excluindo a Sifilis Congenita;Feminino;15-24 anos;1
2015-02;Regiao de Saude Norte;Alto Tamega;Brucelose;Masculino;45-54 anos;1
2015-05;Regiao de Saude LVT;Regiao de Aveiro;Leptospirose;Masculino;35-44 anos;1
2018-10;Regiao de Saude LVT;Area Metropolitana de Lisboa;Gonorreia;Masculino;15-24 anos;1
2015-02;Regiao de Saude LVT;Area Metropolitana de Lisboa;Doenca dos Legionarios;Feminino;65-74 anos;3
2018-10;Regiao de Saude do Algarve;Algarve;Sifilis - Excluindo Sifilis Congenita;Masculino;45-54 anos;1
2015-02;Regiao de Saude Norte;Regiao de Aveiro;Parotidite Epidemica;Masculino;5-14 anos;1
2018-11;Regiao de Saude LVT;Area Metropolitana de Lisboa;Gonorreia;Masculino;45-54 anos;1
2015-05;Regiao de Saude Norte;Alentejo Central;Gonorreia;Masculino;25-34 anos;1
2018-11;Regiao de Saude do Centro;Regiao de Coimbra;Gonorreia;Masculino;25-34 anos;1
2015-06;Regiao de Saude Norte;Area Metropolitana do Porto;Campilobacteriose;Masculino;1-4 anos;1
2018-11;Regiao de Saude LVT;Area Metropolitana de Lisboa;Infecao por Chlamydia Trachomatis - Excluindo Linfogranuloma Venereo;Feminino;35-44 anos;1
2015-03;Regiao de Saude LVT;Area Metropolitana de Lisboa;Sifilis - Excluindo Sifilis Congenita;Masculino;45-54 anos;1
2018-11;Regiao de Saude LVT;Estrangeiro;Infecao por Chlamydia Trachomatis - Excluindo Linfogranuloma Venereo;Feminino;25-34 anos;1
2015-03;Regiao de Saude Norte;Area Metropolitana do Porto;Sifilis - Excluindo Sifilis Congenita;Masculino;65-74 anos;1
2018-11;Regiao de Saude LVT;Area Metropolitana de Lisboa;Hepatite C;Masculino;35-44 anos;1
2018-12;Regiao de Saude LVT;Area Metropolitana de Lisboa;Parotidite Epidemica;Feminino;75 ou + anos;1
2018-12;Regiao de Saude LVT;Area Metropolitana de Lisboa;Sifilis - Excluindo Sifilis Congenita;Masculino;55-64 anos;1
2015-04;Regiao de Saude Norte;Regiao de Aveiro;Parotidite Epidemica;Feminino;1-4 anos;1
2018-12;Regiao de Saude LVT;Medio Tejo;Sifilis - Excluindo Sifilis Congenita;Masculino;45-54 anos;1
2015-04;Regiao de Saude do Centro;Regiao de Coimbra;Brucelose;Masculino;55-64 anos;1
2018-12;Regiao de Saude do Centro;Regiao de Aveiro;Campilobacteriose;Masculino;1-4 anos;1
2015-04;Regiao de Saude LVT;Area Metropolitana de Lisboa;Gonorreia;Feminino;15-24 anos;1
2018-12;Regiao de Saude do Centro;Regiao de Leiria;Gonorreia;Masculino;25-34 anos;1
2017-09;RA Acores;Regiao Autonoma dos cores;Sifilis - Excluindo Sifilis Congenita;Masculino;35-44 anos;1
2017-09;Regiao de Saude LVT;Area Metropolitana de Lisboa;Sifilis - Excluindo Sifilis Congenita;Masculino;15-24 anos;1
2017-12;Regiao de Saude do Centro;Regiao de Aveiro;Hepatite C;Feminino;75 ou + anos;1
2017-12;Regiao de Saude LVT;Area Metropolitana de Lisboa;Infecao por Chlamydia Trachomatis - Excluindo Linfogranuloma Venereo;Masculino;15-24 anos;2
2015-08;Regiao de Saude LVT;Area Metropolitana de Lisboa;Sifilis - Excluindo Sifilis Congenita;Masculino;25-34 anos;7
2017-12;Regiao de Saude LVT;Area Metropolitana de Lisboa;Hepatite A;Masculino;35-44 anos;1
2015-08;Regiao de Saude LVT;Area Metropolitana de Lisboa;Febre escaro-nodular (Rickettsiose);Masculino;65-74 anos;1
2017-12;Regiao de Saude LVT;Area Metropolitana de Lisboa;Doenca invasiva meningococica;Masculino;55-64 anos;1
2015-08;Regiao de Saude LVT;Regiao de Aveiro;Salmoneloses nao Typhi e nao Paratyphi;Masculino;1-4 anos;1
2017-12;RA Madeira;Regiao Autonoma da Madeira;Sifilis - Excluindo Sifilis Congenita;Feminino;75 ou + anos;1
2015-09;Regiao de Saude LVT;Area Metropolitana de Lisboa;Gonorreia;Masculino;25-34 anos;1
2015-09;Regiao de Saude Norte;Cavado;Sifilis - Excluindo Sifilis Congenita;Masculino;55-64 anos;1
2018-01;Regiao de Saude do Centro;Beira Baixa;Malaria;Feminino;15-24 anos;1
2018-01;Regiao de Saude LVT;Area Metropolitana de Lisboa;Gonorreia;Masculino;25-34 anos;1
2018-01;Regiao de Saude do Algarve;Algarve;Hepatite C;Masculino;55-64 anos;1
2015-09;Regiao de Saude Norte;Area Metropolitana do Porto;Sifilis - Excluindo Sifilis Congenita;Feminino;75 ou + anos;1
2018-01;Regiao de Saude LVT;Area Metropolitana de Lisboa;Sifilis - Excluindo Sifilis Congenita;Masculino;35-44 anos;1
2015-09;Regiao de Saude Norte;Cavado;Doenca de Creutzfeldt Jakob;Feminino;75 ou + anos;1
2018-01;Regiao de Saude Norte;Tamega e Sousa;Doenca dos Legionarios;Masculino;65-74 anos;1
2015-09;Regiao de Saude LVT;Oeste;Doenca invasiva pneumococica;Masculino;55-64 anos;1
2018-01;Regiao de Saude do Centro;Regiao de Coimbra;Parotidite Epidemica;Masculino;1-4 anos;1
2015-09;Regiao de Saude Norte;Area Metropolitana do Porto;Sifilis Congenita;Masculino;<1 ano;1
2018-02;Regiao de Saude LVT;Area Metropolitana de Lisboa;Shigelose;Masculino;15-24 anos;1
2015-09;Regiao de Saude LVT;Regiao de Aveiro;Yersiniose;Masculino;15-24 anos;1
2018-02;Regiao de Saude LVT;Area Metropolitana de Lisboa;Gonorreia;Masculino;35-44 anos;2
2018-02;Regiao de Saude LVT;Area Metropolitana de Lisboa;Sifilis - Excluindo Sifilis Congenita;Feminino;45-54 anos;1
2015-09;Regiao de Saude LVT;Regiao de Aveiro;Doenca invasiva pneumococica;Feminino;75 ou + anos;1
2018-02;Regiao de Saude Norte;Ave;Gonorreia;Masculino;35-44 anos;1
2015-10;Regiao de Saude LVT;Area Metropolitana de Lisboa;Gonorreia;Masculino;35-44 anos;1
2018-02;Regiao de Saude do Centro;Regiao de Coimbra;Infecao por Chlamydia Trachomatis - Linfogranuloma Venereo;Masculino;25-34 anos;1
2015-10;Regiao de Saude Norte;Area Metropolitana do Porto;Sifilis - Excluindo Sifilis Congenita;Masculino;15-24 anos;1
2018-02;Regiao de Saude Norte;Area Metropolitana do Porto;Yersiniose;Masculino;<1 ano;1
2015-10;Regiao de Saude Norte;Cavado;Campilobacteriose;Feminino;<1 ano;1
2018-02;Regiao de Saude LVT;Area Metropolitana de Lisboa;Listeriose;Masculino;45-54 anos;1
2015-11;Regiao de Saude LVT;Area Metropolitana de Lisboa;Infecao por Chlamydia Trachomatis - Excluindo Linfogranuloma Venereo;Feminino;15-24 anos;1
2018-03;Regiao de Saude LVT;Area Metropolitana de Lisboa;Infecao por Chlamydia Trachomatis - Linfogranuloma Venereo;Masculino;15-24 anos;2
2015-11;Regiao de Saude Norte;Cavado;Doenca dos Legionarios;Masculino;35-44 anos;1
2018-03;Regiao de Saude LVT;Area Metropolitana de Lisboa;Infecao por Chlamydia Trachomatis - Excluindo Linfogranuloma Venereo;Masculino;15-24 anos;1
2015-11;Regiao de Saude LVT;Area Metropolitana de Lisboa;Campilobacteriose;Masculino;1-4 anos;1
2018-03;Regiao de Saude Norte;Area Metropolitana do Porto;Campilobacteriose;Masculino;1-4 anos;1
2015-11;Regiao de Saude LVT;Area Metropolitana de Lisboa;Sifilis - Excluindo Sifilis Congenita;Masculino;35-44 anos;1
2018-03;Regiao de Saude LVT;Area Metropolitana de Lisboa;Gonorreia;Masculino;35-44 anos;1
2015-01;Regiao de Saude LVT;Regiao de Aveiro;Salmoneloses nao Typhi e nao Paratyphi;Feminino;1-4 anos;1
2018-04;Regiao de Saude LVT;Area Metropolitana de Lisboa;Gonorreia;Masculino;45-54 anos;1
2015-01;Regiao de Saude LVT;Area Metropolitana de Lisboa;Sifilis - Excluindo Sifilis Congenita;Feminino;55-64 anos;1
2018-04;Regiao de Saude LVT;Area Metropolitana de Lisboa;Gonorreia;Masculino;15-24 anos;2
2018-04;Regiao de Saude Norte;Area Metropolitana do Porto;Campilobacteriose;Masculino;1-4 anos;1
2015-01;Regiao de Saude LVT;Area Metropolitana de Lisboa;Sifilis - Excluindo Sifilis Congenita;Feminino;15-24 anos;1
2018-04;Regiao de Saude Norte;Area Metropolitana do Porto;Salmoneloses nao Typhi e nao Paratyphi;Masculino;5-14 anos;1
2018-04;Regiao de Saude do Centro;Regiao de Coimbra;Febre escaro-nodular (Rickettsiose);Feminino;1-4 anos;1
2015-02;Regiao de Saude Norte;Cavado;Sifilis - Excluindo Sifilis Congenita;Feminino;25-34 anos;1
2015-02;Regiao de Saude Norte;Area Metropolitana do Porto;Sifilis - Excluindo Sifilis Congenita;Masculino;45-54 anos;1
2018-05;RA Acores;Regiao Autonoma dos cores;Hepatite C;Masculino;45-54 anos;1
2018-05;Regiao de Saude Norte;Cavado;Infecao por Chlamydia Trachomatis - Linfogranuloma Venereo;Masculino;25-34 anos;1
2015-02;Regiao de Saude LVT;Regiao de Aveiro;Shigelose;Feminino;5-14 anos;1
2018-06;Regiao de Saude LVT;Area Metropolitana de Lisboa;Campilobacteriose;Masculino;1-4 anos;1
2015-03;Regiao de Saude do Algarve;Algarve;Campilobacteriose;Feminino;35-44 anos;1
2018-06;Regiao de Saude Norte;Area Metropolitana do Porto;Gonorreia;Masculino;25-34 anos;1
2015-03;Regiao de Saude do Centro;Regiao de Aveiro;Parotidite Epidemica;Masculino;25-34 anos;1
